ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;CHANGEMENT_STATUT
"45";"240819";"240819";"Nitocrellopsis rouchi";"Galassi, De Laurentiis & Dole-Olivier, 1999";"";"";"ES";"Ameiridae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240709";"240709";"Oxyurella tenuicaudis";"(Sars, 1862)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"255808";"255808";"Parabathynella stygia";"Chappuis, 1926";"";"";"ES";"Parabathynellidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240794";"240794";"Paracyclops imminutus";"Kiefer, 1929";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241068";"241068";"Paralimnocythere psammophila";"(Flossner, 1965)";"";"";"ES";"Limnocytheridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241069";"241069";"Paralimnocythere relicta";"(Lilljeborg, 1863)";"";"";"ES";"Limnocytheridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"628410";"628410";"Paralona pigra";"G.O. Sars, 1862";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"443290";"443290";"Parastenocaris aberrans";"Apostolov, 2004";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"443374";"443374";"Parastenocaris boulouensis";"Apostolov, 2005";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240918";"240918";"Parastenocaris corsica";"Cottarelli, Bruno & Berera, 2000";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"443375";"443375";"Parastenocaris douellensis";"Apostolov, 2005";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240923";"240923";"Parastenocaris glareola";"Hertzog, 1936";"";"";"ES";"Parastenocarididae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240926";"240926";"Parastenocaris nertensis";"Rouch, 1990";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"827168";"240928";"Parastenocaris nicolasi";"Rouch, 1996";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240929";"240929";"Parastenocaris psammica";"Songeur, 1961";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240930";"240930";"Parastenocaris silvana";"Cottarelli, Bruno & Berera, 2000";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241059";"241059";"Penthesilenula brasiliensis";"(Pinto & Kotzian, 1961)";"";"";"ES";"Darwinulidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241012";"241012";"Physocypria kraepelini";"G. W. Müller, 1903";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"17678";"17678";"Polyphemus pediculus";"(Linnaeus, 1758)";"";"";"ES";"Polyphemidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241037";"241037";"Potamocypris arcuata";"(Sars, 1903)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241038";"241038";"Potamocypris fallax";"Fox, 1967";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241041";"241041";"Potamocypris producta";"(Sars, 1924)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241043";"241043";"Potamocypris smaragdina";"(Vavra, 1891)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241044";"241044";"Potamocypris unicaudata";"Schafer, 1943";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240990";"240990";"Pseudocandona hartwigi";"(G. W. Müller, 1900)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"628413";"628413";"Rhynchotalona falcata";"(G.O.Sars, 1862)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"244572";"244572";"Salentinella angelieri";"Ruffo & Delamare Deboutteville, 1952";"";"";"ES";"Salentinellidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319841";"319841";"Scapholeberis microcephala";"Sars, 1890";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240663";"240663";"Scapholeberis rammneri";"Dumont & Pensaert, 1983";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240983";"240983";"Schellencandona belgica";"(Klie, 1937)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240984";"240984";"Schellencandona insueta";"(Klie, 1938)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240985";"240985";"Schellencandona schellenbergi";"(Klie, 1934)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"385037";"385037";"Schizopera jugurtha";"(Blanchard & Richard, 1891)";"";"";"ES";"Miraciidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240917";"639953";"Simplicaris aedes";"(Hertzog, 1938)";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"320003";"320003";"Speocyclops demetiensis";"(Scourfield, 1932)";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240982";"240982";"Stenasellus virei";"Dollfus, 1897";"";"";"ES";"Stenasellidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241031";"241031";"Stenocypria fischeri";"(Lilljeborg, 1883)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"17728";"17728";"Streblocerus serricaudatus";"(Fischer, 1849)";"";"";"ES";"Macrothricidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240747";"240747";"Thermocyclops oithonoides";"(Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"307325";"307325";"Thersitina gasterostei";"(Pagenstecher, 1861)";"";"";"ES";"Ergasilidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241018";"241018";"Trajancypris clavata";"(Baird, 1838)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241019";"241019";"Trajancypris serrata";"(G.W. Müller, 1900)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240710";"240710";"Tretocephala ambigua";"(Lilljeborg, 1900)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"639955";"639955";"Vestalenula carveli";"Artheau, 2007";"";"";"ES";"Darwinulidae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"240642";"240642";"Argulus japonicus";"Thiele, 1900";"";"";"ES";"Argulidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"639933";"639933";"Artemia franciscana";"Kellogg, 1906";"";"";"ES";"Artemiidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"544258";"18761";"Asellus aquaticus";"(Linnaeus, 1758)";"";"";"ES";"Asellidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"983403";"162666";"Astacus leptodactylus";"Eschscholtz, 1823";"Écrevisse à pattes grêles";"";"ES";"Astacidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"543951";"543951";"Chelicorophium curvispinum";"(G.O. Sars, 1895)";"";"";"ES";"Corophiidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"624762";"624762";"Chelicorophium robustum";"(G.O. Sars, 1895)";"";"";"ES";"Corophiidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241225";"241225";"Crangonyx pseudogracilis";"Bousfield, 1958";"";"";"ES";"Crangonyctidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"240646";"240646";"Daphnia ambigua";"Scourfield, 1947";"";"";"ES";"Daphniidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"321698";"321698";"Dikerogammarus bispinosus";"Martynov, 1925";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"321699";"321699";"Dikerogammarus haemobaphes";"(Eichwald, 1841)";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241226";"241226";"Dikerogammarus villosus";"(Sowinsky, 1894)";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"639937";"639937";"Disparalona hamata";"(Birge, 1879)";"";"";"ES";"Chydoridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"321709";"321709";"Echinogammarus ischnus";"(Stebbing, 1899)";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"321735";"321735";"Echinogammarus trichiatus";"(Martynov, 1932)";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"18515";"18515";"Eriocheir sinensis";"H. Milne Edwards, 1853";"Crabe chinois à mitaines";"";"ES";"Varunidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241247";"241247";"Gammarus roeselii";"Gervais, 1835";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241248";"241248";"Gammarus tigrinus";"Sexton, 1939";"";"";"ES";"Gammaridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"544273";"544273";"Jaera sarsi";"Valkanov, 1936";"";"";"ES";"Janiridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"319842";"319842";"Moina affinis";"Birge, 1893";"";"";"ES";"Moinidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"235433";"235433";"Neoergasilus japonicus";"(Harada, 1930)";"";"";"ES";"Ergasilidae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"969926";"534582";"Orconectes juvenilis";"(Hagen, 1870)";"Écrevisse couleur rouille";"";"ES";"Cambaridae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"853999";"17646";"Orconectes limosus";"(Rafinesque, 1817)";"Écrevisse américaine";"";"ES";"Cambaridae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"162667";"162667";"Pacifastacus leniusculus";"(Dana, 1852)";"Écrevisse signal";"";"ES";"Astacidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"162669";"162669";"Potamon ibericum";"(Bieberstein, 1809)";"Crabe turc";"";"ES";"Potamidae";"";"";"NA";"a";"";"2012";"NT";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"162668";"162668";"Procambarus clarkii";"(Girard, 1852)";"Écrevisse de Louisiane";"";"ES";"Cambaridae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241030";"241030";"Stenocypris major";"(Baird, 1859)";"";"";"ES";"Cyprididae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241026";"241026";"Strandesia bicuspis";"(Claus, 1892)";"";"";"ES";"Cyprididae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"241027";"241027";"Strandesia reticulata";"(Daday, 1898)";"";"";"ES";"Cyprididae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"55";"628420";"628420";"Talitroides alluaudi";"(Chevreux, 1896)";"";"";"ES";"Talitridae";"";"";"NA";"a";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
