ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;CHANGEMENT_STATUT
"35";"241243";"241243";"Gammarus duebeni";"Lilljeborg, 1852";"";"";"ES";"Gammaridae";"";"";"NT";"pr. B2b (i,ii,iv)";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"250293";"250293";"Lepidurus apus";"(Linnaeus, 1758)";"";"";"ES";"Triopsidae";"";"";"NT";"pr. B2b(ii,iii)";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"244571";"244571";"Medigidiella chappuisi";"(Ruffo, 1952)";"";"";"ES";"Bogidiellidae";"";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"244546";"244546";"Niphargus angelieri";"Ruffo, 1954";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"244551";"244551";"Niphargus delamarei";"Ruffo, 1954";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"244559";"244559";"Niphargus renei";"G.S. Karaman, 1986";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"432573";"432573";"Parasalentinella rouchi";"Bou, 1971";"";"";"ES";"Salentinellidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"240920";"240920";"Parastenocaris dianae";"Chappuis, 1955";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"240949";"240949";"Proasellus beroni";"Henry & Magniez, 1968";"";"";"ES";"Asellidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"240950";"240950";"Proasellus boui";"Henry & Magniez, 1969";"";"";"ES";"Asellidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"240954";"240954";"Proasellus coiffaiti";"Henry & Magniez, 1972";"";"";"ES";"Asellidae";"Métropole";"";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"244567";"244567";"Pseudoniphargus adriaticus";"G.S. Karaman, 1955";"";"";"ES";"Pseudoniphargidae";"";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"240967";"240967";"Sphaeromides raymondi";"Dollfus, 1897";"";"";"ES";"Cirolanidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"240980";"240980";"Stenasellus buili";"Remy, 1949";"";"";"ES";"Stenasellidae";"Métropole";"Espèce souterraine";"NT";"pr. D2";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"250285";"250285";"Tanymastix stagnalis";"(Linnaeus, 1758)";"";"";"ES";"Tanymastigidae";"";"";"NT";"pr. B2b(ii,iii)";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"35";"250294";"250294";"Triops cancriformis";"(Bosc, 1801)";"Triops";"";"ES";"Triopsidae";"";"";"NT";"pr. B2b(ii,iii,iv)";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"601602";"601602";"Acanthocyclops einslei";"Mirabdullayev & Defaye, 2004";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17884";"17884";"Acanthocyclops rhenanus";"Kiefer, 1936";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240789";"240789";"Acanthocyclops sensitivus";"(Graeter & Chappuis, 1914)";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"601622";"601622";"Acanthocyclops trajani";"Mirabdullayev & Defaye, 2004";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240790";"240790";"Acanthocyclops vernalis";"(Fischer, 1853)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17806";"17806";"Acanthodiaptomus denticornis";"(Wierzejski, 1887)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240701";"240701";"Acroperus angustatus";"Sars, 1863";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17702";"17702";"Acroperus harpae";"(Baird, 1836)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240691";"240691";"Alona affinis";"(Leydig, 1860)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"837717";"17704";"Alona costata";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240693";"240693";"Alona guttata";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17706";"17706";"Alona quadrangularis";"(O.F. Müller, 1776)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17709";"17709";"Alonella excisa";"(Fischer, 1854)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240684";"240684";"Alonella exigua";"(Lilljeborg, 1853)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17710";"17710";"Alonella nana";"(Baird, 1843)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240743";"240743";"Arctodiaptomus alpinus";"(Imhof, 1885)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"319986";"319986";"Arctodiaptomus bacillifer";"(Koelbel, 1885)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240742";"240742";"Arctodiaptomus wierzejskii";"(Richard, 1888)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17842";"17842";"Attheyella crassa";"(Sars G.O., 1863)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240828";"240828";"Attheyella dentata";"(Poggenpol, 1874)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17844";"17844";"Attheyella trispinosa";"(Brady, 1880)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240827";"240827";"Attheyella wierzejskii";"(Mrázek, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17843";"17843";"Attheyella wulmeri";"(Kerhervé, 1914)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"669412";"18390";"Atyaephyra desmaresti";"(Millet, 1831)";"Caridine de Desmarest";"";"ES";"Atyidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17697";"17697";"Bosmina longirostris";"(O.F. Müller, 1785)";"";"";"ES";"Bosminidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241029";"241029";"Bradleycypris obliqua";"(Brady, 1868)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18074";"18074";"Bradleystrandesia fuscata";"(Jurine, 1820)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241028";"241028";"Bradleystrandesia reticulata";"(Zaddach, 1844)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240830";"240830";"Bryocamptus bryobates";"(Monard, 1928)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240831";"240831";"Bryocamptus cuspidatus";"(Schmeil, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240837";"240837";"Bryocamptus echinatus";"(Mrázek, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"580768";"240835";"Bryocamptus minutus";"(Claus, 1863)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240840";"240840";"Bryocamptus pygmaeus";"(G.O. Sars, 1863)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240841";"240841";"Bryocamptus pyrenaicus";"(Chappuis, 1923)";"";"";"ES";"Canthocamptidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240833";"240833";"Bryocamptus rhaeticus";"(Schmeil, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17849";"17849";"Bryocamptus typhlops";"(Mrázek, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240836";"240836";"Bryocamptus vejdovskyi";"(Mrázek, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240844";"240844";"Bryocamptus zschokkei";"(Schmeil, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"622811";"240978";"Caecosphaeroma burgundum";"Dollfus, 1898";"";"";"ES";"Sphaeromatidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240979";"240979";"Caecosphaeroma virei";"Dollfus, 1896";"";"";"ES";"Sphaeromatidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17801";"17801";"Calanipeda aquaedulcis";"Krichagin, 1873";"";"";"ES";"Pseudodiaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241010";"241010";"Candona candida";"(O.F. Müller, 1776)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18018";"18018";"Candona neglecta";"Sars, 1887";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241008";"241008";"Candonopsis kingsleii";"(Brady & Robertson, 1870)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17837";"17837";"Canthocamptus microstaphylinus";"Wolf, 1905";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17838";"17838";"Canthocamptus staphylinus";"(Jurine, 1820)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241050";"241050";"Cavernocypris subterranea";"(Wolf, 1920)";"";"";"ES";"Cyprididae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240656";"240656";"Ceriodaphnia laticaudata";"P. E. Müller, 1867";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240657";"240657";"Ceriodaphnia megops";"Sars, 1862";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17690";"17690";"Ceriodaphnia pulchella";"Sars, 1862";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240658";"240658";"Ceriodaphnia quadrangula";"(O.F. Müller, 1785)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240659";"240659";"Ceriodaphnia reticulata";"(Jurine, 1820)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17847";"17847";"Ceuthonectes gallicus";"Chappuis, 1928";"";"";"ES";"Canthocamptidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"250287";"250287";"Chirocephalus diaphanus";"Prévost, 1803";"";"";"ES";"Chirocephalidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17714";"17714";"Chydorus latus";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"593705";"593705";"Chydorus sphaericus";"(O.F. Müller, 1776)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"639936";"639936";"Coronatella rectangula";"(Sars, 1861)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241004";"241004";"Cryptocandona kieferi";"(Klie, 1938)";"";"";"ES";"Candonidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241006";"241006";"Cryptocandona vavrai";"Kaufmann, 1900";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"908352";"240786";"Cryptocyclops bicolor";"(Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18031";"18031";"Cyclocypris laevis";"(O.F. Müller, 1776)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241016";"241016";"Cyclocypris ovum";"(Jurine, 1820)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240779";"240779";"Cyclops abyssorum";"O.G. Sars, 1863";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240780";"240780";"Cyclops bohater";"Kozminski, 1933";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240784";"240784";"Cyclops strenuus";"Fischer, 1851";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240785";"240785";"Cyclops vicinus";"Ulyanin, 1875";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241014";"241014";"Cypria ophthalmica";"(Jurine, 1820)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18084";"18084";"Cypridopsis vidua";"(O.F. Müller, 1776)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18070";"18070";"Cypris bispinosa";"Lucas, 1849";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18072";"18072";"Cypris pubera";"O.F. Müller, 1776";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18060";"18060";"Cyprois marginata";"(Straus, 1821)";"";"";"ES";"Notodromadidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240647";"240647";"Daphnia cucullata";"G.O. Sars, 1862";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17684";"17684";"Daphnia hyalina";"Leydig, 1860";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17685";"17685";"Daphnia longispina";"(O.F. Müller, 1776)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
